ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
8,FACTOR,West Charles,SAY,700,16,2023-09-13,Sean Mitchell,brianboyd@example.org,5571938141,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Producto defectuoso,12
25,WORRY,New Reginaldmouth,GROUP,700,22,2023-11-20,Sharon Lowe,paul49@example.net,8572628794,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo,Entregado,Producto defectuoso,14
9,STRATEGY,Nguyenshire,POPULAR,800,11,2023-04-14,Susan Harvey,powersjimmy@example.org,(509) 210932647,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Producto defectuoso,74
26,UP,Nguyenshire,EXIST,1300,16,2023-04-14,Robert Bryant,vhill@example.org,(509) 210932647,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,Producto defectuoso,83
18,JUST,South Thomas,AT,1500,27,2023-03-22,Alan Bird,walkerraven@example.net,(621) 75126511205,"91315!Simpson!Fork!Apt.!336
South!Mark,!GA!64860",Tarjeta,En camino,Producto defectuoso,55
6,DOG,Nguyenshire,LEADER,3000,29,2024-12-09,Carla Orozco,karaware@example.net,8572628794,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,Entregado,Producto defectuoso,74
17,ADMINISTRATION,Port Kelly,STEP,900,14,2023-07-08,Samantha Parker,powersjimmy@example.org,(001) 94337542187814,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,En camino,Producto defectuoso,88
15,PRESENT,East Josephland,DESPITE,700,9,2023-06-06,Crystal*Chambers,wwilson@example.org,(001) 94337542187814,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,25
27,DOG,Port Alexachester,WHOM,300,21,2023-06-07,Alan Bird,parkerandrew@example.org,(175) 175834,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,39
1,FOCUS,East Brittany,AT,700,13,2023-03-14,David Norton,brianboyd@example.org,(870) 608083698,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Ninguno,25
20,WAIT,East Brittany,SPRING,1500,17,2023-06-28,Cynthia Hayes,ydavid@example.com,(001) 36332501439284,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,En camino,Producto defectuoso,19
27,SIX,West Charles,SAY,2100,11,2023-01-18,Karl*Cardenas,ydavid@example.com,(110) 59261937727,"9978?Kenneth?Plaza?Suite?069
Monicafurt,?NM?39529",Tarjeta,En camino,Producto defectuoso,19
6,TRADE,Jodichester,PAY,3000,23,2023-09-13,Roger Stephens,paul49@example.net,4914742586,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,55
15,INVOLVE,Kevinton,INCREASE,1500,25,2023-07-10,Sean Mitchell,ydavid@example.com,2661673098,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,En camino,Producto defectuoso,83
9,STRATEGY,Port Kelly,WHOM,700,8,2023-08-17,David Scott,ydavid@example.com,(001) 94337542187814,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Ninguno,39
11,OWNER,East Brittany,GROW,2500,21,2023-10-15,Larry Welch,matthew29@example.com,(175) 175834,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Ninguno,18
23,PROFESSOR,South Timothyberg,EXIST,700,8,2023-07-25,Larry Welch,rdaugherty@example.net,(369) 746572373,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Producto defectuoso,24
22,WORRY,East Jonathan,MATTER,2500,15,2023-06-28,Angela Taylor,matthew29@example.com,(001) 36332501439284,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,En camino,Producto defectuoso,19
19,FIRM,Andrewside,POPULAR,1300,21,2023-01-04,Daniel Garcia,ydavid@example.com,(686) 990991,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,Producto defectuoso,38
13,CHOICE,Lindaport,MEMBER,1100,16,2023-02-09,Cynthia Hayes,wliu@example.net,8487233346,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,39
16,BASE,Brendanberg,INCREASE,2000,12,2023-09-12,Karl  Cardenas,edward94@example.org,2661673098,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,En camino,Producto defectuoso,12
24,CREATE,NewReginaldmouth,MUCH,200,15,2022-12-04,Dr. Monica Woods,walkerraven@example.net,(001) 575431910,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Ninguno,43
29,JUST,Brendanberg,MUCH,600,21,2023-08-17,David Scott,edward94@example.org,(101) 8897038562,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Ninguno,72
12,WAIT,Lindaport,JOB,2100,16,2024-12-09,Lisa Stafford,briangonzales@example.net,5571938141,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,38
27,HOME,Valerietown,INDIVIDUAL,300,11,2023-10-15,Roger Stephens,lharmon@example.net,(110) 59261937727,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,12
29,WORRY,Courtneymouth,DESPITE,300,14,2023-06-06,Michelle Mitchell,vhill@example.org,(686) 990991,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,87
27,CHOICE,Brendanberg,MATTER,2300,17,2023-02-09,Daniel Garcia,wliu@example.net,(369) 746572373,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Ninguno,53
9,ADMINISTRATION,Port Alexachester,DESPITE,700,23,2023-06-17,Juan*Manning,karaware@example.net,2661673098,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,Producto defectuoso,14
21,FACTOR,East Josephland,RICH,900,11,2023-09-23,Kelsey Lopez,sandersbeth@example.org,(110) 59261937727,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,Producto defectuoso,24
16,JUST,Brendanberg,FORWARD,2300,27,2023-02-09,Robert Bryant,dhuber@example.com,(001) 9023136721535,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,En camino,Producto defectuoso,98
12,FOCUS,Susanton,DESPITE,2000,23,2023-07-10,Larry Welch,rdaugherty@example.net,(612) 211834900,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Producto defectuoso,74
7,DEMOCRATIC,North Brittney,GROUP,3000,18,2024-12-09,Benjamin?Chan,walkerraven@example.net,(621) 75126511205,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,En camino,Ninguno,55
8,OWNER,Lindaport,PAY,700,14,2023-11-20,Susan Harvey,dhuber@example.com,(369) 746572373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Ninguno,25
3,CREATE,North Brittney,MOVEMENT,2500,27,2023-04-14,Sean Mitchell,wwilson@example.org,(369) 746572373,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,97
7,FOOD,East Leah,TV,2400,22,2023-09-13,Charles Williams,paul02@example.com,(175) 175834,"50604 Anthony Villages
New William, ME 95446",Tarjeta,En camino,Producto defectuoso,97
18,WAIT,Larrychester,GROW,700,21,2023-09-13,Michelle Mitchell,matthew29@example.com,(001) 19330387387349,"USS Fuller
FPO AA 30334",Tarjeta,En camino,Ninguno,43
27,STAFF,East Brittany,INDUSTRY,600,15,2023-06-21,Sean*Mitchell,karaware@example.net,(001) 36332501439284,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,En camino,Producto defectuoso,18
8,ADMINISTRATION,Port Kelly,SAY,900,27,2023-08-13,Samantha*Parker,karaware@example.net,(001) 962368217,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado,Ninguno,25
30,KITCHEN,West  Charles,LETTER,600,11,2023-07-08,Daniel Garcia,krystalmcdaniel@example.org,(110) 59261937727,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,Ninguno,53
3,FOCUS,North Thomastown,LEG,2300,14,2023-08-17,David Scott,vhill@example.org,(339) 00428204920,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,53
2,DOG,Briannaport,MATTER,600,27,2024-12-09,Karl Cardenas,eric24@example.com,5571938141,"0262!Cheryl!Union
Sampsonfurt,!ME!63401",Efectivo,Entregado,Producto defectuoso,72
5,ADMINISTRATION,Valerietown,SET,1100,2,2023-07-25,Robert Bryant,rdaugherty@example.net,(001) 9023136721535,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Producto defectuoso,14
28,UNDER,East Brittany,MATTER,3000,11,2023-06-07,Sean Mitchell,walkerraven@example.net,(001) 94337542187814,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,En camino,Ninguno,19
19,DOOR,East Janicemouth,LETTER,2500,11,2023-03-14,Brittney Guerra,hornebeth@example.com,(509) 210932647,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,En camino,Producto defectuoso,12
21,PROFESSOR,South Timothyberg,MUCH,2300,22,2023-06-17,Angela Taylor,harperdanielle@example.net,(339) 00428204920,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Ninguno,74
17,OPERATION,West Charles,FINISH,1500,16,2024-12-09,Angela Taylor,harperdanielle@example.net,(001) 389556200,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Producto defectuoso,97
13,TRADE,New Reginaldmouth,LETTER,3000,27,2023-03-13,Andrew Mitchell,walkerraven@example.net,(001) 36332501439284,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Ninguno,74
2,DOOR,Port Alexachester,MEMBER,900,11,2023-10-15,Alan Bird,wliu@example.net,(602) 388997526,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso,36
9,IF,North Brittney,WHOM,1500,28,2023-03-22,Alan!Bird,walkerraven@example.net,5251947529,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Producto defectuoso,53
17,TRADE,Valerietown,JOB,1100,27,2023-06-21,David Scott,walkerraven@example.net,(001) 389556200,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Ninguno,72
2,WAIT,Port Alexachester,GROUP,600,23,2023-06-17,Benjamin Chan,rbrown@example.org,(621) 75126511205,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,En camino,Producto defectuoso,49
14,HOME,New Reginaldmouth,GROW,2500,8,2023-08-13,Brittney Guerra,eric87@example.org,(001) 575431910,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,Producto defectuoso,43
29,OWNER,East Josephland,STILL,700,21,2023-05-06,Charles  Williams,paul02@example.com,5571938141,"PSC 2182, Box 8243
APO AP 79039",Efectivo,En camino,Producto defectuoso,36
13,SONG,Valerietown,FORWARD,300,29,2023-08-17,Dr. Monica Woods,karaware@example.net,5251947529,"PSC 2182, Box 8243
APO AP 79039",Efectivo,Entregado,Ninguno,30
14,ADMINISTRATION,Valerietown,GROUP,200,15,2023-01-14,Charles Williams,matthew29@example.com,(001) 94337542187814,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Ninguno,87
18,STRATEGY,Briannaport,LETTER,900,15,2024-12-09,Robert Bryant,walkerraven@example.net,(001) 9023136721535,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,En camino,Producto defectuoso,18
27,DOG,Valerietown,PAY,1300,24,2023-03-14,Crystal Chambers,eric87@example.org,5571938141,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Ninguno,4
30,DOG,Port Kelly,GROUP,200,7,2023-03-22,Crystal Chambers,sandersbeth@example.org,5571938141,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,Entregado,Ninguno,97
2,WORRY,Larrychester,MATTER,2800,26,2023-08-17,Jessica Davis,ydavid@example.com,(369) 746572373,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,Producto defectuoso,39
23,SIX,Milesburgh,SAY,2800,16,2023-06-21,Jessica Davis,schmidtkrystal@example.org,(372) 684886317,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,12
25,HOME,Vasquezborough,INCREASE,700,24,2023-06-06,Samantha!Hodges,edward94@example.org,(001) 36332501439284,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,Entregado,Producto defectuoso,4
26,DOG,Lindaport,INDUSTRY,600,14,2023-09-13,David Scott,wwilson@example.org,(686) 990991,"30768!Louis!Mill
Lake!Carmen,!LA!47934",Efectivo,Entregado,Ninguno,12
6,DOG,Larrychester,GROW,2100,23,2023-06-28,Brittney Guerra,rbrown@example.org,5571938141,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Ninguno,78
16,KITCHEN,Port Alexachester,LETTER,2100,27,2024-12-09,David Norton,estesjon@example.org,(602) 388997526,"025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,Ninguno,19
15,STAFF,Brendanberg,MEMBER,1600,13,2023-08-27,Samantha Hodges,eric24@example.com,2805046212,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,53
25,FOOD,North Jasmine,INCREASE,600,25,2023-04-14,Adam Mueller,dhuber@example.com,(001) 19330387387349,"USS Fuller
FPO AA 30334",Tarjeta,En camino,Producto defectuoso,25
17,OPERATION,West Charles,LETTER,2100,13,2023-11-20,Brittney Guerra,briangonzales@example.net,(001) 94337542187814,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Ninguno,43
30,UP,East Janicemouth,STILL,1500,11,2023-09-13,Sean Mitchell,david09@example.com,(001) 94337542187814,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,En camino,Producto defectuoso,38
12,KITCHEN,Nguyenshire,GROUP,200,10,2024-12-09,Dr. Monica Woods,lweaver@example.org,(001) 389556200,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,25
2,PROFESSOR,Lindaport,GROUP,2100,18,2024-12-09,Susan Harvey,schmidtkrystal@example.org,(372) 684886317,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,En camino,Ninguno,49
22,TRADE,Brendanberg,JOB,200,29,2023-07-25,David Scott,david09@example.com,(314) 257035737,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Ninguno,88
24,OPERATION,NewReginaldmouth,LETTER,2100,10,2024-12-09,Michelle Mitchell,matthew29@example.com,4914742586,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,55
16,STRATEGY,Andrewside,LEADER,1100,16,2024-12-09,Cynthia Hayes,briangonzales@example.net,(001) 962368217,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,72
20,FOCUS,EastBrittany,LETTER,700,16,2023-01-04,Sharon Lowe,schmidtkrystal@example.org,5251947529,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,Entregado,Ninguno,14
3,STAFF,Nguyenshire,GROW,1300,29,2023-07-10,Dr. Monica Woods,schmidtkrystal@example.org,5251947529,"PSC 2182, Box 8243
APO AP 79039",Efectivo,En camino,Producto defectuoso,49
25,CHOICE,Vasquezborough,STILL,3000,11,2023-07-25,Brittney Guerra,david09@example.com,(612) 211834900,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,En camino,Producto defectuoso,18
16,OWNER,Susanton,STEP,2300,17,2023-09-13,Lisa Stafford,schmidtkrystal@example.org,6304696433,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,En camino,Producto defectuoso,54
15,OWNER,East Josephland,MATTER,3000,28,2023-05-06,Roger Stephens,edward94@example.org,(641) 0065992234,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,Producto defectuoso,25
23,TRADE,Courtneymouth,SET,700,22,2023-09-13,Jessica Davis,estesjon@example.org,4914742586,"22214*Janet*Plaza*Suite*903
West*Christopherside,*DC*40075",Efectivo,En camino,Ninguno,39
12,WAIT,Lake Juan,EXIST,700,22,2023-03-13,Robert Bryant,karaware@example.net,(475) 36070987999,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,87
14,WORRY,East Jonathan,INCREASE,1500,21,2024-12-09,Robert Bryant,ydavid@example.com,(369) 746572373,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Ninguno,88
13,FOOD,Trujillofort,LETTER,700,7,2024-12-09,Jessica Davis,rbrown@example.org,(001) 575431910,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,Entregado,Producto defectuoso,78
11,ADMINISTRATION,Brendanberg,PAY,700,21,2023-11-20,Samantha Parker,karaware@example.net,(612) 211834900,"4412?Lee?Dam?Apt.?872
Hunterbury,?HI?03589",Tarjeta,Entregado,Producto defectuoso,54
8,FACTOR,Jessechester,MUCH,2300,27,2023-02-09,David Scott,ydavid@example.com,5571938141,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Ninguno,87
18,STAFF,Brendanberg,POPULAR,900,16,2023-03-22,Samantha Hodges,steelejulian@example.net,(475) 36070987999,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,Entregado,Ninguno,19
23,OWNER,Brendanberg,DESPITE,300,16,2023-08-13,Larry Welch,estesjon@example.org,(001) 575431910,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Ninguno,4
7,DOG,South Timothyberg,MATTER,2400,25,2023-05-05,Brittney Guerra,david09@example.com,(339) 00428204920,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado,Producto defectuoso,55
9,OPERATION,West Charles,INDIVIDUAL,200,23,2023-07-10,Charles Williams,hornebeth@example.com,(001) 94337542187814,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Ninguno,88
28,SIX,Trujillofort,BUDGET,1600,22,2023-01-04,Adam Mueller,estesjon@example.org,(001) 575431910,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Producto defectuoso,12
30,JUST,Andrewside,FORWARD,200,24,2023-08-17,Mark Mays,ydavid@example.com,(602) 388997526,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,En camino,Producto defectuoso,54
5,INVOLVE,Lindaport,POPULAR,1600,2,2023-06-17,Roger Stephens,david09@example.com,(602) 388997526,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,Entregado,Ninguno,12
2,EDUCATION,South Thomas,LEADER,200,22,2022-12-04,Juan Manning,hornebeth@example.com,8572628794,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Producto defectuoso,38
14,HOME,EastJosephland,FINISH,1100,8,2022-12-04,Andrew Mitchell,rbrown@example.org,(339) 00428204920,"PSC 2182, Box 8243
APO AP 79039",Efectivo,Entregado,Ninguno,30
22,DEMOCRATIC,Milesburgh,STEP,1500,25,2023-06-28,Benjamin Chan,eric24@example.com,(110) 59261937727,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,En camino,Producto defectuoso,14
9,UP,Susanton,WHOM,1300,2,2024-12-09,Larry Welch,rdaugherty@example.net,(641) 0065992234,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,En camino,Producto defectuoso,19
8,UP,West Charles,GROUP,1600,7,2024-12-09,Andrew Mitchell,ydavid@example.com,(621) 75126511205,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado,Producto defectuoso,24
7,DOG,South Timothyberg,INDIVIDUAL,300,23,2024-12-09,Brittney Guerra,steelejulian@example.net,(686) 990991,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,30
19,WORRY,East Jonathan,BUDGET,2500,2,2023-06-17,Robert Bryant,briangonzales@example.net,(369) 746572373,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso,72
26,BASE,West Charles,LEADER,2800,25,2022-12-04,Adam Mueller,lweaver@example.org,4914742586,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,En camino,Producto defectuoso,78
18,SONG,Lake Juan,MEMBER,2400,17,2023-09-13,Mark Mays,rdaugherty@example.net,(001) 19330387387349,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Ninguno,19
21,EDUCATION,Jessechester,AT,800,9,2024-12-09,Dr. Monica Woods,ydavid@example.com,(870) 608083698,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,Ninguno,36
12,PROFESSOR,Lindaport,POPULAR,2500,22,2024-12-09,Benjamin Chan,powersjimmy@example.org,(621) 75126511205,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,83
11,STRATEGY,West Charles,MATTER,2400,27,2023-09-12,Brittney Guerra,paul02@example.com,(001) 389556200,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado,Producto defectuoso,42
7,CHOICE,Vasquezborough,EXIST,2800,10,2023-05-05,Brittney Guerra,edward94@example.org,(602) 388997526,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,En camino,Ninguno,19
5,CHOICE,Milesburgh,FORWARD,1300,29,2023-07-10,Andrew Mitchell,sandersbeth@example.org,(001) 94337542187814,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado,Producto defectuoso,24
6,FOCUS,Kevinton,STILL,300,21,2023-09-12,Samantha Hodges,wliu@example.net,(001) 575431910,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,Producto defectuoso,14
19,HOME,Andrewside,EXIST,600,10,2023-06-07,Samantha Hodges,lharmon@example.net,(001) 962368217,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Producto defectuoso,18
27,ADMINISTRATION,East Leah,AT,1300,16,2023-11-20,Charles Williams,lweaver@example.org,(001) 94337542187814,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,Ninguno,42
22,JUST,Jessechester,NORTH,2800,30,2024-12-09,Kelsey Lopez,rdaugherty@example.net,(001) 94337542187814,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Ninguno,27
17,DOOR,Milesburgh,DESPITE,200,21,2023-06-21,Daniel Garcia,dhuber@example.com,(101) 8897038562,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,12
16,CHOICE,East Brittany,WHOM,1300,16,2023-02-09,David Scott,vhill@example.org,(372) 684886317,"025*Billy*Row
Lisaside,*AR*96338",Tarjeta,En camino,Ninguno,53
30,CREATE,North Jasmine,STILL,300,21,2023-04-14,Jessica Davis,paul02@example.com,(101) 8897038562,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,En camino,Producto defectuoso,72
20,UP,Courtneymouth,EXIST,1300,16,2023-09-23,Sean Mitchell,eric87@example.org,(641) 0065992234,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,74
15,FOOD,Port Kelly,PAY,1500,24,2023-09-13,Sharon Lowe,harperdanielle@example.net,(175) 175834,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso,28
4,DOG,Jodichester,EXIST,300,12,2023-06-17,Daniel Garcia,briangonzales@example.net,(001) 9023136721535,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,25
17,PROFESSOR,Trujillofort,SAY,2100,11,2023-06-21,Sean Mitchell,lharmon@example.net,8487233346,"50604 Anthony Villages
New William, ME 95446",Efectivo,En camino,Producto defectuoso,83
24,FACTOR,Lindaport,MEMBER,700,11,2023-03-14,Alan Bird,lharmon@example.net,5251947529,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,53
9,KITCHEN,East Brittany,MATTER,1300,21,2023-07-08,Robert Bryant,estesjon@example.org,8487233346,"USS Fuller
FPO AA 30334",Efectivo,En camino,Ninguno,24
28,OPERATION,Jodichester,INDIVIDUAL,2400,23,2023-03-13,Crystal Chambers,krystalmcdaniel@example.org,2805046212,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Ninguno,19
19,BASE,Larrychester,INDUSTRY,1300,15,2023-09-13,Michelle Mitchell,hornebeth@example.com,(314) 257035737,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,En camino,Producto defectuoso,74
21,FACTOR,Kevinton,FORWARD,2500,7,2023-11-20,Kelsey Lopez,wliu@example.net,(001) 9023136721535,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,98
26,OPERATION,Jodichester,SET,1100,24,2023-08-17,Daniel Garcia,briangonzales@example.net,(001) 962368217,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,En camino,Producto defectuoso,18
26,DOOR,Briannaport,JOB,700,8,2023-03-14,Crystal Chambers,matthew29@example.com,(110) 59261937727,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Producto defectuoso,54
15,FIRM,Brendanberg,LETTER,200,18,2023-03-22,Adam Mueller,krystalmcdaniel@example.org,(870) 608083698,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,En camino,Ninguno,12
9,DOOR,Courtneymouth,DESPITE,1100,23,2023-03-14,Samantha Hodges,wliu@example.net,(175) 175834,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta,Entregado,Producto defectuoso,55
23,PROFESSOR,Andrewside,EXIST,1300,25,2023-07-15,Jessica Davis,paul02@example.com,8572628794,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,55
10,TRADE,Brendanberg,INDUSTRY,700,17,2024-12-09,Benjamin Chan,briangonzales@example.net,(110) 59261937727,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,En camino,Producto defectuoso,25
5,PRESENT,Vasquezborough,INDUSTRY,600,7,2023-02-09,Adam Mueller,krystalmcdaniel@example.org,(001) 94337542187814,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,Entregado,Ninguno,19
30,INVOLVE,North Thomastown,STILL,2500,22,2024-12-09,Michelle Mitchell,brianboyd@example.org,(475) 36070987999,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,49
11,UNDER,Larrychester,MATTER,700,16,2024-12-09,Kelsey Lopez,powersjimmy@example.org,8572628794,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,12
5,UNDER,Nguyenshire,DESPITE,2100,21,2024-12-09,Adam Mueller,ydavid@example.com,(001) 36332501439284,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,En camino,Ninguno,88
19,WORRY,Brendanberg,FORWARD,200,21,2023-11-20,Andrew Mitchell,ydavid@example.com,(110) 59261937727,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Producto defectuoso,43
19,ADMINISTRATION,Briannaport,GROW,1500,7,2023-09-12,Juan Manning,karaware@example.net,(686) 990991,"025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,Ninguno,53
